post_id,comment_id,comment_index,corrected_topics,classification_status,review,inital_topic_by_LLM
1omswsw,nmteoka,150,Secure IDE Configuration,,,
1l5d4h6,mwkobud,1,Manual Code Verification,,,Refer to Documentation
1l5d4h6,mwg9v1d,3,Memory/Context Isolation,,,Memory/Context Isolation;Use Version Control
1l5d4h6,mwg29ky,6,Refer to Documentation,,,Refer to Documentation
1l5d4h6,mwg3eoi,17,Consult Vendors,,,Tool/Extension Monitoring
1l5d4h6,mwi65sh,26,Manual Code Verification,,,
1l5d4h6,mwgavpo,29,Memory/Context Isolation;Refer to Documentation,,,Memory/Context Isolation;Refer to Documentation
1l5d4h6,mwmifs8,32,Manual Code Verification,,,
1l5d4h6,mwgc8oi,33,Refer to Documentation,,,Refer to Documentation
1l5d4h6,mwg6xqy,35,Manual Code Verification,,,Manual Code Verification
1l5d4h6,n07ouoj,42,Manual Code Verification,,,Manual Code Verification;Use Version Control
1l5d4h6,mzr4dez,41,Refer to Documentation,,,Refer to Documentation
1l5d4h6,mwg4m4r,43,Refer to Documentation,,,
1lbb85f,mxr787b,0,Sandboxing,,,Sandboxing;Secure IDE Configuration
1lbb85f,mxtz0lo,10,Sandboxing,,,Secure IDE Configuration
1lbb85f,mxshe3h,12,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1lbb85f,mxtkdyp,9,Sandboxing,,,Sandboxing
1lbb85f,mxwd6gf,11,Sandboxing,,,Sandboxing
1lbb85f,mxrhryb,14,Sandboxing;Secure IDE Configuration,,,Sandboxing;Use Version Control
1lbb85f,mxrv0cq,15,Sandboxing,,,Sandboxing
1lbb85f,n4twc59,24,Sandboxing,,,Sandboxing
1lzxl4u,n35dkek,0,Manual Code Verification,,,Secure IDE Configuration;Sensitive File Protection
1m6je1i,n4kimbi,4,Manual Code Verification,,,Manual Code Verification
1m6je1i,n55szua,14,Tool/Extension Monitoring,,,
1m6je1i,n55r008,13,Manual Code Verification,,,Manual Code Verification;Secure IDE Configuration;Tool/Extension Monitoring
1m6je1i,n4kyrw4,15,Memory/Context Isolation,,,Memory/Context Isolation
1m6ibeq,n4jtfks,0,Use Version Control,,,Use Version Control
1m6ibeq,n4jzzgt,6,Use Version Control,,,Refer to Documentation;Use Version Control
1m6ibeq,n4k1lq1,7,Use Version Control,,,Use Version Control
1n8yztt,ncm50sm,1,Refer to Documentation;Sandboxing,,,Refer to Documentation;Secure IDE Configuration
1n8yztt,nciqxz3,0,Refer to Documentation;Sandboxing;Secure IDE Configuration,,,Refer to Documentation;Sandboxing;Secure IDE Configuration
1n8yztt,nd18lw1,3,Secure IDE Configuration,,,
1n8yztt,ncj1ri7,2,Secure IDE Configuration,,,
1n8yztt,ned7vyh,4,Secure IDE Configuration,,,
1j49727,mhkakli,2,Consult Vendors,,,
1j49727,mg6x0vr,1,Consult Vendors,,,Consult Vendors
1eact1d,lel476g,1,Consult Vendors;Disable Telemetry,,,Consult Vendors;Disable Telemetry;Secure IDE Configuration
1fw7z93,lqe0uzq,2,Use Version Control,,,Use Version Control
1fw7z93,lqf2tkt,1,Memory/Context Isolation,,,
1fw7z93,lqf8dic,3,Use Version Control,,,Use Version Control
1i6kwv6,m8jsql0,0,Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1i6kwv6,m8otae7,2,Tool/Extension Monitoring,,,Tool/Extension Monitoring
1l7fgpk,mwzfczo,1,Sandboxing,,,Sandboxing
1l7fgpk,mwwagos,0,Manual Code Verification,,,Manual Code Verification;Secure IDE Configuration
1l7fgpk,mwwoiws,2,Use Version Control,,,Secure IDE Configuration;Use Version Control
1l7fgpk,naekbuy,7,Sandboxing;Secure IDE Configuration,,,Manual Code Verification;Sandboxing;Use Version Control
1ld40ww,my60o55,0,Refer to Documentation;Sensitive File Protection,,,Refer to Documentation;Secure IDE Configuration;Sensitive File Protection
1ld40ww,my703ca,10,Sensitive File Protection,,,
1n0uojf,naug8en,7,Manual Code Verification;Sandboxing;Secure IDE Configuration,,,Manual Code Verification;Sandboxing;Secure IDE Configuration
1n0uojf,nazm585,8,Sandboxing;Tool/Extension Monitoring;Use Version Control,,,Sandboxing;Tool/Extension Monitoring;Use Version Control
1n0uojf,nzb7pxa,10,Secure IDE Configuration,,,Secure IDE Configuration
1efyjx1,n5hutm7,1,Refer to Documentation;Sensitive File Protection,,,Refer to Documentation;Secure IDE Configuration;Sensitive File Protection
1efyjx1,lhvo2fj,0,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
18m3k29,ke1mzch,2,Sensitive File Protection,,,
1cxbcom,l51uk5s,0,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1iwn64e,mefx4ck,0,Refer to Documentation,,,Refer to Documentation
1np4jp9,nfzahy2,0,Secure IDE Configuration,,,Secure IDE Configuration
1np4jp9,nog15r1,2,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration;Use Version Control
1o6kzv1,njl5py4,3,Manual Code Verification,,,
1o6kzv1,njh6fgz,5,Secure IDE Configuration,,,Secure IDE Configuration
1o6kzv1,njshpjk,7,Secure IDE Configuration,,,Secure IDE Configuration
1o6kzv1,njjedld,8,Use Version Control,,,Use Version Control
1o6kzv1,nk90i7m,11,Use Version Control,,,
1o6kzv1,njiiv2i,12,Sandboxing;Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration;Sensitive File Protection
1o6kzv1,njj0hx7,13,Sandboxing;Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1h41y5t,m0263wi,2,Consult Vendors,,,Consult Vendors
1i23dwc,m7kn9m0,1,Logging and Monitoring;Manual Code Verification,,,
1i23dwc,m7dqq7d,9,Manual Code Verification,,,Manual Code Verification
1i23dwc,m7p4td2,11,Manual Code Verification,,,Manual Code Verification
1i3kwc5,m7noqiz,0,Sensitive File Protection,,,Sensitive File Protection;Use Version Control
1i3kwc5,m7pmlvu,5,Sensitive File Protection,,,Refer to Documentation;Secure IDE Configuration;Sensitive File Protection
1i3kwc5,nfobme2,8,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1i3kwc5,m7xmlvg,7,Refer to Documentation,,,Refer to Documentation
1i8rwzl,m8y7jpt,3,Consult Vendors;Secure IDE Configuration,,,Consult Vendors;Logging and Monitoring;Secure IDE Configuration
1i8rwzl,m8vzliu,0,Manual Code Verification,,,Manual Code Verification
1i8rwzl,m91w4d3,4,Consult Vendors,,,
1i8rwzl,m8yzbgf,5,Consult Vendors,,,Use Version Control
1igs6s8,mard0pr,2,Use Version Control,,,Use Version Control
1igs6s8,mar8d1p,1,Use Version Control,,,Use Version Control
1igs6s8,marivog,4,Use Version Control,,,Use Version Control
1igs6s8,marlpc3,3,Refer to Documentation;Use Version Control,,,Refer to Documentation;Use Version Control
1igs6s8,marmoi2,5,Use Version Control,,,Use Version Control
1igs6s8,mbkfdpi,14,Data Recovery,Uncategorized,Data Recovery,
1nmlvi9,nfdxxy8,5,Use Version Control,,,Use Version Control
1nmlvi9,nfjegnk,4,Manual Code Verification,,,
1nmlvi9,nfe8pvh,7,Use Version Control,,,Use Version Control
1nmlvi9,nfjekl8,6,Manual Code Verification,,,
1nmlvi9,nfjeixl,9,Use Version Control,,,
1nmlvi9,nff4h8t,8,Use Version Control,,,
1nmlvi9,nfdycvw,10,Logging and Monitoring,,,Logging and Monitoring;Manual Code Verification
1oeprec,nl3hmfm,0,Secure IDE Configuration,,,Secure IDE Configuration
1oeprec,nl7dpge,2,Refer to Documentation,,,Refer to Documentation
1ol3iaj,nmg9uyy,0,Manual Code Verification,,,Manual Code Verification;Use Version Control
1olvmxn,nmkrsxp,0,Use Version Control,,,Use Version Control
1ol3iaj,nmiq3ya,4,Sandboxing;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1olvmxn,nml7rro,2,Use Version Control,,,Manual Code Verification
1olvmxn,nmlf68x,3,Memory/Context Isolation,,,
1olvmxn,nmrnbhs,8,Refer to Documentation;Use Version Control,,,Manual Code Verification
1olvmxn,nmvf1ie,12,Use Version Control,,,Use Version Control
1gkj4xr,lvm7om8,2,Use Version Control,,,Use Version Control
1gkj4xr,lvt4fy7,4,Use Version Control,,,Use Version Control
1gkj4xr,lw563ob,6,Use Version Control,,,Use Version Control
1gob64s,lwn9ea2,0,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1gkj4xr,mhpq6qg,10,Use Version Control,,,Use Version Control
1inv17z,mceokc2,2,Secure IDE Configuration,,,Memory/Context Isolation
1inv17z,mcinoth,3,Consult Vendors,,,
1inv17z,mckypgg,5,Consult Vendors,,,
1iq4c48,md6o833,0,Secure IDE Configuration,,,Secure IDE Configuration
1iv14f8,me2vzce,0,Sensitive File Protection,,,Sensitive File Protection
1ixbh9u,mekssc3,0,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification
1ixbh9u,memug7q,1,Manual Code Verification;Use Version Control,,,Tool/Extension Monitoring;Use Version Control
1ixbh9u,mii7ff5,3,Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1ixbh9u,mf1n0fd,2,Manual Code Verification;Secure IDE Configuration,,,Logging and Monitoring;Manual Code Verification;Secure IDE Configuration
1ixbh9u,mxdqvof,4,Secure IDE Configuration,,,Tool/Extension Monitoring
1ixbh9u,melzvpr,5,Manual Code Verification,,,
1j4lgm1,mg9r5n4,2,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1j70y2h,mgtavp9,0,Refer to Documentation,,,Refer to Documentation
1jbe4wl,mhtd3ig,4,Use Version Control,,,Use Version Control
1jbe4wl,mhvz8et,6,Use Version Control,,,Use Version Control
1jbe4wl,mi3tua0,7,Use Version Control,,,
1jfa9gu,miqfwq7,0,Manual Code Verification,,,Manual Code Verification
1jbe4wl,mhuqmnr,15,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration;Sensitive File Protection
1jijrxn,n05brb8,7,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1jijrxn,mjgiggg,10,Sensitive File Protection,,,Refer to Documentation;Sensitive File Protection
1jijrxn,mjgv2r1,13,Sensitive File Protection,,,
1joayf1,mks5ck5,1,Refer to Documentation,,,
1jqf1u5,ml6k8x0,0,Tool/Extension Monitoring,,,Tool/Extension Monitoring
1jqf1u5,ml9lrl2,11,Use Version Control,,,
1jqf1u5,mlcip84,13,Consult Vendors,,,Consult Vendors
1jqf1u5,ml8kkpy,10,Tool/Extension Monitoring,,,Tool/Extension Monitoring
1jqf1u5,ml8nuxx,24,Manual Code Verification,,,Manual Code Verification
1jqf1u5,mlauuei,33,Secure IDE Configuration,,,
1jvxsxi,mmeliqv,9,Secure IDE Configuration;Use Version Control,,,Use Version Control
1jvxsxi,mmfb33r,11,Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1jvxsxi,mmp6cr5,12,Secure IDE Configuration,,,Secure IDE Configuration
1k3mz71,mo4csj3,2,Sensitive File Protection,,,Consult Vendors;Sensitive File Protection
1k5xa64,molh7st,0,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1k7xqzz,mp26tck,1,Use Version Control,,,Use Version Control
1k7xqzz,mp1vbn4,0,Use Version Control,,,Use Version Control
1k7xqzz,mp2m6bg,3,Use Version Control,,,Use Version Control
1k7xqzz,mp3qvqc,6,Use Version Control,,,Use Version Control
1k7xqzz,mp2ge94,9,Use Version Control,,,Use Version Control
1k7xqzz,mp40d65,13,Use Version Control,,,Use Version Control
1k7xqzz,n1osg4t,10,Use Version Control,,,Use Version Control
1k7xqzz,mp34jws,12,Use Version Control,,,
1k7xqzz,mp2m7s0,14,Secure IDE Configuration,,,Secure IDE Configuration
1k7xqzz,mp3q4tq,16,Use Version Control,,,Use Version Control
1k7xqzz,mpa3djn,18,Use Version Control,,,Use Version Control
1k7xqzz,mp1x2t6,20,Use Version Control,,,Use Version Control
1k7xqzz,nxv5rib,19,Use Version Control,,,Use Version Control
1k7xqzz,nmr0zhm,21,Use Version Control,,,
1k9q50m,mpg7mti,5,Sensitive File Protection,,,Sensitive File Protection
1k9q50m,mphrl8e,4,Sensitive File Protection,,,Sensitive File Protection
1k9q50m,mpgq84p,7,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1k9q50m,mpgasqz,6,Sensitive File Protection,,,
1k9q50m,mpmkset,9,Sensitive File Protection,,,Sensitive File Protection
1k9q50m,mphzzlk,8,Sensitive File Protection,,,Sensitive File Protection
1kb8y7g,mpslgyh,0,Use Version Control,,,Use Version Control
1kb8y7g,mpssxmt,5,Use Version Control,,,Use Version Control
1kb8y7g,mpt97ut,7,Use Version Control,,,
1kb8y7g,mpst090,6,Secure IDE Configuration;Use Version Control,,,Use Version Control
1kb8y7g,mpt3ch6,9,Use Version Control,,,Use Version Control
1kb8y7g,mpsyila,8,Use Version Control,,,Use Version Control
1kb8y7g,mpy66ca,11,Use Version Control,,,Use Version Control
1kb8y7g,mpu21g4,10,Use Version Control,,,Use Version Control
1kb8y7g,mpsvbrl,13,Use Version Control,,,Use Version Control
1kb8y7g,mpyb3ed,12,Use Version Control,,,Use Version Control
1kmv6to,msjio07,1,Sensitive File Protection,,,
1kmv6to,msj59c8,3,Use Version Control,,,Sensitive File Protection;Use Version Control
1kmv6to,msdmtmj,0,Sensitive File Protection,,,
1kmv6to,msk9lnc,2,Sensitive File Protection,,,Sensitive File Protection;Use Version Control
1krgxp3,mtdodff,0,Secure IDE Configuration,,,
1kmv6to,msjhvm2,4,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1krgxp3,mteu910,2,Secure IDE Configuration,,,Tool/Extension Monitoring
1krgxp3,mtip0j4,6,Manual Code Verification,,,Manual Code Verification;Secure IDE Configuration
1krgxp3,mtfxr74,9,Secure IDE Configuration,,,Tool/Extension Monitoring
1krgxp3,mtmql10,12,Secure IDE Configuration,,,Tool/Extension Monitoring
1krgxp3,mtggp6x,11,Secure IDE Configuration,,,Secure IDE Configuration
1kxk3c9,muqjkao,0,Secure IDE Configuration,,,Secure IDE Configuration
1l27xof,mvqtypz,1,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1l27xof,mvqt9mz,0,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1l27xof,mvqw825,3,Sensitive File Protection,,,
1l27xof,mvqvofz,2,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1l27xof,mvr4s7r,4,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1l3wwq3,mw49evq,0,Memory/Context Isolation,,,Memory/Context Isolation
1l3wwq3,mw5bybg,1,Memory/Context Isolation,,,Memory/Context Isolation
1l3wwq3,mw5cwaq,2,Memory/Context Isolation,,,Memory/Context Isolation
1l3wwq3,mw5fy9n,3,Tool/Extension Monitoring,,,Tool/Extension Monitoring
1l3wwq3,mw6jns8,9,Manual Code Verification;Memory/Context Isolation;Use Version Control,,,Manual Code Verification;Memory/Context Isolation;Use Version Control
1l3wwq3,mw4da2a,12,Memory/Context Isolation;Secure IDE Configuration,,,Memory/Context Isolation;Tool/Extension Monitoring
1l3wwq3,mw6lj0i,11,Use Version Control,,,Use Version Control
1l3wwq3,mw4a6mn,14,Memory/Context Isolation;Use Version Control,,,Manual Code Verification;Memory/Context Isolation;Use Version Control
1l3wwq3,mw5d4rc,16,Memory/Context Isolation,,,
1l3wwq3,mw5bw0a,15,Memory/Context Isolation,,,Memory/Context Isolation
1l3wwq3,mw5eot2,17,Memory/Context Isolation,,,Memory/Context Isolation
1l7fwgk,mwws2du,4,Sensitive File Protection,,,Sensitive File Protection
1l7fwgk,mwxxwqr,6,Sensitive File Protection,,,Sensitive File Protection
1l7fwgk,mx38h30,13,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1l7fwgk,mwxo57r,18,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1l7fwgk,mwyx1ql,30,Sensitive File Protection,,,Sensitive File Protection
1l7fwgk,mwz68qz,29,Sensitive File Protection,,,
1l7fwgk,mx5kj7w,31,Sensitive File Protection,,,Manual Code Verification
1lbu4vi,mxvhgk7,3,Secure IDE Configuration,,,Secure IDE Configuration
1lk4a7s,mzoptlc,1,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1lk4a7s,mzoz7mw,3,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lk4a7s,mzosy6l,2,Secure IDE Configuration;Sensitive File Protection,,,Sensitive File Protection;Use Version Control
1lk4a7s,mzqkwdo,19,Use Version Control,,,Use Version Control
1lk4a7s,mzqfvfz,21,Memory/Context Isolation;Sensitive File Protection,,,Secure IDE Configuration
1lrb7wu,n19ecgo,0,Consult Vendors,,,
1lrb7wu,n19lfrp,4,Manual Code Verification,,,Manual Code Verification
1m84moo,n4wc7t7,0,Consult Vendors,,,
1m84moo,n4wipsw,11,Secure IDE Configuration,,,
1m84moo,n4wtzlz,14,Manual Code Verification;Secure IDE Configuration,,,
1m84moo,n4wub4n,19,Use Version Control,,,Use Version Control
1m84moo,n4wydaf,22,Secure IDE Configuration,,,Secure IDE Configuration
1m84moo,n4x0992,26,Consult Vendors,,,Consult Vendors
1m84moo,n4x2poq,28,Manual Code Verification,,,Manual Code Verification;Secure IDE Configuration;Sensitive File Protection
1m84moo,n4xjgoy,30,Secure IDE Configuration,,,Secure IDE Configuration
1m84moo,n51g41o,41,Memory/Context Isolation,,,Memory/Context Isolation
1m84moo,n548pjm,47,Use Version Control,,,Use Version Control
1mhfihm,n6wu7x3,4,Sensitive File Protection,,,Sensitive File Protection
1mhfihm,n6wahze,3,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1mhfihm,n71l9l8,5,Sensitive File Protection,,,Sensitive File Protection
1mibz5p,n72ei6o,0,Consult Vendors,,,
1mibz5p,n72fvd2,2,Use Version Control,,,Secure IDE Configuration;Use Version Control
1mibz5p,n7517n1,7,Secure IDE Configuration;Use Version Control,,,
1mp95l5,n8lmz3b,30,Manual Code Verification;Sandboxing,,,Sandboxing
1mp95l5,n8i71rv,51,Manual Code Verification;Memory/Context Isolation,,,Manual Code Verification;Memory/Context Isolation
1mp95l5,n8j4ogf,52,Manual Code Verification,,,Manual Code Verification
1mp95l5,n8ndf15,61,Manual Code Verification,,,Manual Code Verification
1mp95l5,n8mh237,60,Secure IDE Configuration,,,Secure IDE Configuration
1mpoit9,n8m05j4,0,Consult Vendors,,,Consult Vendors
1mpoit9,n92tdhe,5,Check Organizational Compliance;Consult Vendors,,,Consult Vendors
1mpoit9,n92ymwz,6,Consult Vendors,,,Consult Vendors
1mpxudj,n8mtu2v,0,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1mpoit9,n8lr0ez,12,Secure IDE Configuration,,,Secure IDE Configuration
1mpxudj,n8myc0m,8,Use Version Control,,,Use Version Control
1mpxudj,n8mwgjd,7,Use Version Control,,,Use Version Control
1mpxudj,n8n75ck,10,Use Version Control,,,Use Version Control
1mpxudj,n8o0nf5,11,Use Version Control,,,
1mpxudj,n8n7z9g,15,Use Version Control,,,Use Version Control
1mpxudj,n8myylz,16,Use Version Control,,,Use Version Control
1mpxudj,n8muf51,17,Manual Code Verification;Secure IDE Configuration;Use Version Control,,,Manual Code Verification;Secure IDE Configuration;Use Version Control
1msesbb,n952uzm,0,Manual Code Verification,,,Manual Code Verification
1mw1x5c,n9udy20,1,Sandboxing,,,Sandboxing;Secure IDE Configuration
1mw1x5c,n9uiw1d,2,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1mx43cd,na25e25,2,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na26l46,4,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2amja,8,Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1mx43cd,na2aqq3,9,Secure IDE Configuration,,,
1mx43cd,na2ju0z,13,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2c50x,26,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2btoq,25,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2gub1,30,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2ez6l,33,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2j06y,42,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2nffc,53,Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1mx43cd,na2vdgo,55,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na410cu,58,Sandboxing,,,Sandboxing
1mx43cd,na2w1ca,62,Refer to Documentation,,,Refer to Documentation;Secure IDE Configuration
1mx43cd,na61cfy,63,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2bem0,65,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2lgbg,69,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2wmcp,70,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2x9c4,71,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1mx43cd,na320s5,73,Secure IDE Configuration,,,Secure IDE Configuration
1mx43cd,na2mh7c,76,Secure IDE Configuration,,,Secure IDE Configuration
1mz04nx,nafql51,2,Secure IDE Configuration,,,Secure IDE Configuration
1mz04nx,nafq9i2,1,Secure IDE Configuration,,,Secure IDE Configuration
1mz04nx,nagbi3a,3,Secure IDE Configuration,,,
1mz04nx,nagg032,8,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1mz04nx,nag52j7,7,Secure IDE Configuration,,,Secure IDE Configuration
1mz04nx,nag27ac,9,Sandboxing,,,Use Version Control
1mza047,naisemv,0,Use Version Control,,,Use Version Control
1mza047,najwyvw,1,Use Version Control,,,Use Version Control
1n02lqq,naoa0qw,1,Use Version Control,,,Use Version Control
1n02lqq,nao9oqz,3,Use Version Control,,,Use Version Control
1n02lqq,nao5owu,10,Secure IDE Configuration,,,Secure IDE Configuration
1n02lqq,naox7jw,14,Sandboxing;Secure IDE Configuration,,,
1n1gdzr,naywm3s,4,Memory/Context Isolation,,,Memory/Context Isolation
1n1zdwp,nb2671r,1,Secure IDE Configuration,,,Secure IDE Configuration
1n1gdzr,nb3y44e,8,Memory/Context Isolation,,,Memory/Context Isolation
1n1zdwp,nb7pn1g,6,Secure IDE Configuration,,,Secure IDE Configuration
1n1zdwp,nb3i2z4,8,Secure IDE Configuration,,,Secure IDE Configuration
1n507km,nbp2bx4,1,Secure IDE Configuration,,,
1n507km,nbp1mwo,0,Manual Code Verification;Sandboxing;Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1n507km,nc1f8ls,3,Manual Code Verification,,,Manual Code Verification
1n8cs83,nck5bab,2,Logging and Monitoring;Manual Code Verification,,,Logging and Monitoring;Manual Code Verification
1npxaw1,ngcwyni,1,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1nvb5vf,nh7g0i1,1,Use Version Control,,,Use Version Control
1nvb5vf,nh7f4lv,3,Use Version Control,,,Use Version Control
1nvb5vf,nh7hpvq,4,Use Version Control,,,Use Version Control
1nvb5vf,nh7krh9,5,Use Version Control,,,Use Version Control
1nvb5vf,nh97220,6,Use Version Control,,,Use Version Control
1nvb5vf,nhajake,7,Use Version Control,,,Use Version Control
1nvb5vf,nh7nboq,8,Use Version Control,,,Use Version Control
1nypxsw,nhz7hf1,3,Secure IDE Configuration,,,Secure IDE Configuration
1nypxsw,nhwo4mg,7,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification
1ocm0e0,nksymha,2,Secure IDE Configuration,,,Secure IDE Configuration
1ocm0e0,nkr0jng,7,Secure IDE Configuration,,,Secure IDE Configuration
1ofmt2v,nlbk1n8,1,Sandboxing;Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1ofmt2v,nmetnch,3,Sandboxing,,,Sandboxing
1ofmt2v,nla41av,0,Consult Vendors,,,
1ofuv36,nlbv8tx,2,Secure IDE Configuration,,,
1ofuv36,nlc0sax,5,Sensitive File Protection,,,Check Organizational Compliance;Secure IDE Configuration;Sensitive File Protection;Use Version Control
1ofuv36,nlf4w6d,17,Check Organizational Compliance,,,Check Organizational Compliance;Secure IDE Configuration
1ofuv36,nlfx0u7,20,Secure IDE Configuration,,,Secure IDE Configuration
1ood7t2,nn4174u,0,Refer to Documentation,,,
1ortu5j,no71c6h,3,Secure IDE Configuration,,,
1jqd58v,ml68s3w,0,Use Version Control,,,Use Version Control
1oum96u,nons709,24,Manual Code Verification,,,Manual Code Verification
1jwa2pt,mmgzwkp,1,Manual Code Verification;Sensitive File Protection,,,Manual Code Verification;Use Version Control
1jwa2pt,mmh1gql,3,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection;Use Version Control
1jwa2pt,mmgwtxm,10,Sensitive File Protection,,,Sensitive File Protection
1jwa2pt,mmhr3ch,12,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1jwa2pt,mmgw5ue,9,Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration;Tool/Extension Monitoring
1jwa2pt,mmgx531,11,Manual Code Verification,,,Manual Code Verification
1jz2b48,mn7l9f0,0,Logging and Monitoring,,,Logging and Monitoring
1k34mrn,mnz9ryo,1,Use Version Control,,,Use Version Control
1k34mrn,mnz9l5w,0,Use Version Control,,,Use Version Control
1k34mrn,mnzdui0,3,Use Version Control,,,
1k34mrn,mo7z072,4,Use Version Control,,,Use Version Control
1k34mrn,mnzawl7,9,Use Version Control,,,Use Version Control
1k34mrn,mnzhojm,10,Use Version Control,,,Use Version Control
1k34mrn,mnzcee0,11,Use Version Control,,,
1k34mrn,mnzarl7,12,Use Version Control,,,Use Version Control
1k34mrn,mnz8hjn,17,Use Version Control,,,
1k34mrn,mnz9erw,18,Use Version Control,,,Use Version Control
1k34mrn,mnz9o5l,19,Use Version Control,,,
1k34mrn,mnzcok6,21,Use Version Control,,,Use Version Control
1k34mrn,muuvivo,25,Secure IDE Configuration;Use Version Control,,,Sandboxing;Secure IDE Configuration;Use Version Control
1k34mrn,mutzbq7,24,Use Version Control,,,Use Version Control
1k34mrn,nf15doq,27,Use Version Control,,,
1k34mrn,muxyqm5,26,Sensitive File Protection,,,Use Version Control
1k34mrn,mnzaady,29,Use Version Control,,,
1k34mrn,nf16o4k,28,Secure IDE Configuration,,,Secure IDE Configuration
1k34mrn,mnzcuql,30,Use Version Control,,,Use Version Control
1k34mrn,mnzent0,35,Use Version Control,,,
1k34mrn,mnzm4o0,39,Use Version Control,,,Use Version Control
1k34mrn,mnzkeog,38,Use Version Control,,,Use Version Control
1k34mrn,mnzn9ah,41,Use Version Control,,,Use Version Control
1k34mrn,nl391yd,46,Use Version Control,,,Use Version Control
1l9mrd3,mxe1qdo,0,Manual Code Verification,,,Manual Code Verification
1l9mrd3,mxds5d7,6,Secure IDE Configuration,,,Secure IDE Configuration
1l9mrd3,mxdq461,5,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification
1l9mrd3,mxflyjr,7,Manual Code Verification,,,Manual Code Verification
1l9mrd3,mxm62ph,9,Secure IDE Configuration,,,Secure IDE Configuration
1l9mrd3,mxouqgu,12,Secure IDE Configuration,,,
1l9mrd3,mxfwzb1,11,Secure IDE Configuration,,,Secure IDE Configuration
1mr2767,n8uqwpn,0,Consult Vendors,,,
1m83bv0,n4zl5n8,4,Use Version Control,,,Use Version Control
1n15f7u,navq6qk,1,Use Version Control,,,Use Version Control
1n15f7u,navqdno,2,Use Version Control,,,
1n15f7u,navtcbe,16,Use Version Control,,,Use Version Control
