post_id,comment_id,comment_index,matched_topics,classification_status
1nidnt0,nelvxqc,8,,not_a_suggestion
1nidnt0,nelokw6,7,Use Version Control,
1nidnt0,nelxkb5,10,,not_a_suggestion
1nidnt0,nen1yff,9,,not_a_suggestion
1nidnt0,nem0vo3,11,Use Version Control,
1nidnt0,nem19ru,12,,not_a_suggestion
1nidnt0,nem2ge5,14,,not_a_suggestion
1nidnt0,nem1n2q,13,,not_a_suggestion
1nidnt0,nelwf1i,16,Use Version Control,
1nidnt0,nemkwwd,15,Secure IDE Configuration;Use Version Control,
1nidnt0,nem39bb,18,Use Version Control,
1nidnt0,nelx8kq,17,Use Version Control,
1nidnt0,nei8ml8,20,,not_a_suggestion
1nidnt0,nen8t5h,19,,not_a_suggestion
1nidnt0,neikugi,22,,not_a_suggestion
1nidnt0,neieasm,21,Use Version Control,
1nidnt0,nejog8g,23,,not_a_suggestion
1nidnt0,neloels,24,Use Version Control,
1nidnt0,nei5lmx,25,Secure IDE Configuration,
1nidnt0,neifvkp,26,,not_a_suggestion
1nidnt0,nelpchf,27,,not_a_suggestion
1nidnt0,nem2oo6,28,Secure IDE Configuration,
1nidnt0,nenk3ha,29,,not_a_suggestion
1nidnt0,nel41k1,30,,not_a_suggestion
1nidnt0,nei67bw,32,Refer to Documentation;Secure IDE Configuration,
1nidnt0,nei5xwm,31,,not_a_suggestion
1nidnt0,nen1iq3,33,Secure IDE Configuration,
1nidnt0,nei6x4l,34,Use Version Control,
1nidnt0,neiawmn,35,Use Version Control,
1nidnt0,nem09kb,36,Use Version Control,
1nidnt0,nem284d,37,,not_a_suggestion
1nidnt0,nem4a04,38,,not_a_suggestion
1nidnt0,nem56j8,39,,not_a_suggestion
1nidnt0,nem5iui,40,,not_a_suggestion
1nidnt0,nem2q8w,42,,not_a_suggestion
1nidnt0,nei8fee,41,Use Version Control,
1nidnt0,nei2ly4,44,,not_a_suggestion
1nidnt0,nei7dkh,43,,not_a_suggestion
1nidnt0,nei6eca,46,Secure IDE Configuration;Use Version Control,
1nidnt0,nei3rkd,45,,not_a_suggestion
1nidnt0,neinfmi,48,,not_a_suggestion
1nidnt0,nei98zi,47,,not_a_suggestion
1nidnt0,nem2ox1,50,,not_a_suggestion
1nidnt0,neiv73g,49,,not_a_suggestion
1nidnt0,nei74br,51,,not_a_suggestion
1nidnt0,nei9ng8,52,Consult Vendors,
1nidnt0,nei1ytg,53,,not_a_suggestion
1nidnt0,neiaybv,54,Use Version Control,
1nidnt0,nen0qep,55,,not_a_suggestion
1nidnt0,nep6wbl,56,Use Version Control,
1nidnt0,neidqn1,57,Secure IDE Configuration,
1nidnt0,nei4ts6,58,,not_a_suggestion
1nidnt0,nei7np9,59,,not_a_suggestion
1nidnt0,nei8t1t,60,,not_a_suggestion
1nidnt0,nei9j8n,61,,not_a_suggestion
1nidnt0,neiadge,62,,not_a_suggestion
1nidnt0,neib5hz,63,,not_a_suggestion
1nidnt0,neicmrn,64,Refer to Documentation,
1nidnt0,neicxcf,65,Use Version Control,
1nidnt0,neifgpp,66,,not_a_suggestion
1nidnt0,neifqus,67,,not_a_suggestion
1nidnt0,neigy1z,68,,not_a_suggestion
1nidnt0,nein56g,69,Use Version Control,
1nidnt0,neiumha,70,Use Version Control,
1nidnt0,neiye1r,71,Secure IDE Configuration,
1nidnt0,nejcj7o,72,,not_a_suggestion
1nidnt0,nejm17c,73,,not_a_suggestion
1nidnt0,nejoghs,74,,not_a_suggestion
1nidnt0,nel6aq0,75,,not_a_suggestion
1nidnt0,nelrfyb,76,,not_a_suggestion
1nidnt0,nen1pfz,78,Use Version Control,
1nidnt0,nelznf4,77,,not_a_suggestion
1nidnt0,nei610k,80,,not_a_suggestion
1nidnt0,nei5672,79,,not_a_suggestion
1nidnt0,nei1qt9,82,,not_a_suggestion
1nidnt0,nei3tsd,81,,not_a_suggestion
1o2yvqy,nirbaaa,0,,not_a_suggestion
1nidnt0,nei1vo5,83,,not_a_suggestion
1o874ag,nju1x4u,0,Secure IDE Configuration,
1o874ag,njtxf17,1,Secure IDE Configuration,
1o874ag,njufw9e,2,,not_a_suggestion
1o874ag,njtbc4q,3,Secure IDE Configuration,
1o874ag,njz075f,4,Secure IDE Configuration,
1omswsw,nms0xqh,0,,not_a_suggestion
1omswsw,nmshz87,1,,not_a_suggestion
1omswsw,nna5n2n,2,,not_a_suggestion
1omswsw,nnlnyif,3,,not_a_suggestion
1omswsw,nmsmomy,4,,not_a_suggestion
1omswsw,nmth8ge,6,,not_a_suggestion
1omswsw,nmsn5zb,5,,not_a_suggestion
1omswsw,nn7xvpz,8,,not_a_suggestion
1omswsw,nn1sosn,7,Manual Code Verification,
1omswsw,nmynjh6,10,,not_a_suggestion
1omswsw,nmxlkph,9,,not_a_suggestion
1omswsw,nn1uew6,11,,not_a_suggestion
1omswsw,nn01zrg,12,Refer to Documentation,
1omswsw,nmsvk4p,13,Manual Code Verification;Refer to Documentation,
1omswsw,nmsy7qh,14,Manual Code Verification,
1omswsw,nmtzoew,15,,not_a_suggestion
1omswsw,nmsna4j,17,,not_a_suggestion
1omswsw,nmunl84,19,,not_a_suggestion
1omswsw,nmun3h0,16,,not_a_suggestion
1omswsw,nmyj3ax,21,,not_a_suggestion
1omswsw,nmsxbo6,18,,not_a_suggestion
1omswsw,nms1vpm,23,Manual Code Verification,
1omswsw,nmuvzvz,20,,not_a_suggestion
1omswsw,nn1ty8y,25,,not_a_suggestion
1omswsw,nmsszpv,22,,not_a_suggestion
1omswsw,nmwe7q6,24,Manual Code Verification,
1omswsw,nn36n7q,27,Refer to Documentation,
1omswsw,nmu7c6k,29,,not_a_suggestion
1omswsw,nn16ey5,26,,not_a_suggestion
1omswsw,nmskzgg,28,,not_a_suggestion
1omswsw,nmyjjov,31,,not_a_suggestion
1omswsw,nmun7du,30,,not_a_suggestion
1omswsw,nmsiib0,33,,not_a_suggestion
1omswsw,nmsmpyh,32,,not_a_suggestion
1omswsw,nmxmvj6,35,,not_a_suggestion
1omswsw,nmsqh3c,34,,not_a_suggestion
1omswsw,nn1k953,36,,not_a_suggestion
1omswsw,nn63h3k,37,,not_a_suggestion
1omswsw,noge8p1,38,,not_a_suggestion
1omswsw,noh2qsz,39,,not_a_suggestion
1omswsw,nn63ymk,41,,not_a_suggestion
1omswsw,nn5d9xt,40,,not_a_suggestion
1omswsw,nnzhu20,43,,not_a_suggestion
1omswsw,nms8b45,45,Manual Code Verification,
1omswsw,nnqtk5g,42,Refer to Documentation,
1omswsw,nmrsv0s,47,,not_a_suggestion
1omswsw,nnzk4of,44,Manual Code Verification,
1omswsw,nntgq7y,49,,not_a_suggestion
1omswsw,nn26r9v,46,Manual Code Verification,
1omswsw,nmrv415,51,,not_a_suggestion
1omswsw,nmsmlto,48,Manual Code Verification,
1omswsw,nmtgtii,53,,not_a_suggestion
1omswsw,nmrt1a4,50,,not_a_suggestion
1omswsw,nmrwg83,52,,not_a_suggestion
1omswsw,nmybsvx,55,,not_a_suggestion
1omswsw,nmyafvj,54,,not_a_suggestion
1omswsw,nmucbfo,57,,not_a_suggestion
1omswsw,nmychia,56,,not_a_suggestion
1omswsw,nmrwyh2,59,,not_a_suggestion
1omswsw,nmuwbi8,58,,not_a_suggestion
1omswsw,nmss0sr,61,,not_a_suggestion
1omswsw,nmsj0fu,60,,not_a_suggestion
1omswsw,nmsm03p,63,Manual Code Verification,
1omswsw,nmu2j1v,62,Manual Code Verification,
1omswsw,nmtc5dh,65,,not_a_suggestion
1omswsw,nmsip93,64,Manual Code Verification,
1omswsw,nmslpt1,67,,not_a_suggestion
1omswsw,nmsd1vl,66,,not_a_suggestion
1omswsw,nms5kvv,69,Manual Code Verification,
1omswsw,nms49bx,71,,not_a_suggestion
1omswsw,nmtllr3,68,,not_a_suggestion
1omswsw,nmtq1ak,73,,not_a_suggestion
1omswsw,nn16z34,70,,not_a_suggestion
1omswsw,nmsucgv,75,,not_a_suggestion
1omswsw,nmt0jjn,72,Manual Code Verification,
1omswsw,nmvm31w,77,Manual Code Verification,
1omswsw,nmse8d5,74,,not_a_suggestion
1omswsw,nmynxrx,79,,not_a_suggestion
1omswsw,nmtbw52,76,Manual Code Verification,
1omswsw,nmtofyt,78,,not_a_suggestion
1omswsw,nmze14m,81,,not_a_suggestion
1omswsw,nmv9sry,83,,not_a_suggestion
1omswsw,nn2rhwz,80,Manual Code Verification,
1omswsw,nmtgg9l,85,,not_a_suggestion
1omswsw,nmswe1n,82,,not_a_suggestion
1omswsw,nmtrdkn,87,Manual Code Verification,
1omswsw,nmsup5o,84,,not_a_suggestion
1omswsw,nmuexvd,89,Secure IDE Configuration,
1omswsw,nmtpai4,86,,not_a_suggestion
1omswsw,nmub3b1,88,,not_a_suggestion
1omswsw,nmv3u8v,91,,not_a_suggestion
1omswsw,nmugzo9,90,Manual Code Verification,
1omswsw,nmv8a7s,93,,not_a_suggestion
1omswsw,nmup9ol,92,Manual Code Verification,
1omswsw,nmwgsjo,95,Manual Code Verification,
1omswsw,nmvw7ur,94,,not_a_suggestion
1omswsw,nmsgatj,97,Manual Code Verification,
1omswsw,nmu9f72,96,,not_a_suggestion
1omswsw,nmsi090,98,,not_a_suggestion
1omswsw,nmta8mw,100,,not_a_suggestion
1omswsw,nmss08y,99,,Uncategorized
1omswsw,nmu7o2v,102,,not_a_suggestion
1omswsw,nmua67e,104,Manual Code Verification,
1omswsw,nmtnkgg,101,,not_a_suggestion
1omswsw,nmumj25,106,,not_a_suggestion
1omswsw,nmu9gvu,103,,not_a_suggestion
1omswsw,nmv7khn,108,,not_a_suggestion
1omswsw,nmuatzf,105,Manual Code Verification,
1omswsw,nmuq39b,107,,not_a_suggestion
1omswsw,nmv26em,110,,not_a_suggestion
1omswsw,nmur0ru,109,,not_a_suggestion
1omswsw,nmver7d,112,,not_a_suggestion
1omswsw,nmv81p2,111,,not_a_suggestion
1omswsw,nmvgywg,113,Manual Code Verification,
1omswsw,nmvnj62,114,Secure IDE Configuration,
1omswsw,nmwbcqy,116,,not_a_suggestion
1omswsw,nmw5989,115,Manual Code Verification,
1omswsw,nn1a2az,117,,not_a_suggestion
1omswsw,nmwhqyt,118,,not_a_suggestion
1omswsw,nmwrncr,119,Manual Code Verification,
1omswsw,nmwtl0i,120,,not_a_suggestion
1omswsw,nmwtt4y,121,Manual Code Verification,
1omswsw,nmxk1oy,123,,not_a_suggestion
1omswsw,nmxfeue,122,,not_a_suggestion
1omswsw,nmxp7de,124,,not_a_suggestion
1omswsw,nmzdq7q,125,,not_a_suggestion
1omswsw,nmzpth3,127,Manual Code Verification,
1omswsw,nmzhxb5,126,Manual Code Verification,
1omswsw,nn0dj2c,129,,not_a_suggestion
1omswsw,nn06bie,128,Memory/Context Isolation,
1omswsw,nn20e93,131,,not_a_suggestion
1omswsw,nn14a1c,130,,not_a_suggestion
1omswsw,nn24m17,132,,not_a_suggestion
1omswsw,nn25czh,133,,not_a_suggestion
1omswsw,nn2dvlu,134,,not_a_suggestion
1omswsw,nn4q4ex,135,Manual Code Verification,
1omswsw,nn5eq45,136,Manual Code Verification,
1omswsw,nn8xsd7,138,,not_a_suggestion
1omswsw,nn631ph,137,Manual Code Verification,
1omswsw,nn9mcph,139,Manual Code Verification,
1omswsw,nnb6u8c,140,,not_a_suggestion
1omswsw,nnc1ohc,141,,not_a_suggestion
1omswsw,nnkvh7a,142,Manual Code Verification,
1omswsw,nnofsdm,143,,not_a_suggestion
1omswsw,nnt4pm4,145,Manual Code Verification,
1omswsw,nnw23de,147,,not_a_suggestion
1omswsw,nnsbvd4,144,,not_a_suggestion
1omswsw,nmsfkw8,149,,not_a_suggestion
1omswsw,nnuw2r2,146,Manual Code Verification,
1omswsw,nmsa29z,148,,not_a_suggestion
1omswsw,nmuxqaw,151,Manual Code Verification,
1l5d4h6,mwg1xge,0,,not_a_suggestion
1omswsw,nmteoka,150,Secure IDE Configuration,
1l5d4h6,mwg33hk,2,,not_a_suggestion
1omswsw,nmrvq3f,152,,not_a_suggestion
1l5d4h6,mwi67j7,4,,not_a_suggestion
1l5d4h6,mwkobud,1,Manual Code Verification,
1l5d4h6,mwg9v1d,3,Memory/Context Isolation,
1l5d4h6,n128kun,5,,not_a_suggestion
1l5d4h6,mwg29ky,6,Refer to Documentation,
1l5d4h6,mwg4szs,7,,not_a_suggestion
1l5d4h6,mwh6war,8,,not_a_suggestion
1l5d4h6,mwi7f7l,9,,not_a_suggestion
1l5d4h6,mwjjq7z,10,,not_a_suggestion
1l5d4h6,mwk5dt6,11,,not_a_suggestion
1l5d4h6,mwlbol9,13,,not_a_suggestion
1l5d4h6,mwl4tj8,12,,not_a_suggestion
1l5d4h6,mwjjc61,14,,not_a_suggestion
1l5d4h6,nlx19pd,15,,not_a_suggestion
1l5d4h6,mwg32t4,16,,not_a_suggestion
1l5d4h6,mwixmlv,18,,not_a_suggestion
1l5d4h6,mwg3eoi,17,Consult Vendors,
1l5d4h6,mwh7ila,20,,not_a_suggestion
1l5d4h6,mwjftxc,19,,not_a_suggestion
1l5d4h6,mwhcrbp,22,,not_a_suggestion
1l5d4h6,nek5z80,21,,not_a_suggestion
1l5d4h6,mwi1pei,24,,not_a_suggestion
1l5d4h6,mwhvaq3,23,,not_a_suggestion
1l5d4h6,mwi2xv9,25,,not_a_suggestion
1l5d4h6,mwi65sh,26,Manual Code Verification,
1l5d4h6,mwi42h2,27,,not_a_suggestion
1l5d4h6,mwg4laa,28,,not_a_suggestion
1l5d4h6,mwi1frb,30,,not_a_suggestion
1l5d4h6,mwgavpo,29,Memory/Context Isolation;Refer to Documentation,
1l5d4h6,mwmifs8,32,Manual Code Verification,
1l5d4h6,mwmfn2z,31,,not_a_suggestion
1l5d4h6,n1sdkwl,34,,not_a_suggestion
1l5d4h6,mwhffp1,36,,not_a_suggestion
1l5d4h6,mwgc8oi,33,Refer to Documentation,
1l5d4h6,mwg6xqy,35,Manual Code Verification,
1l5d4h6,mwhdryy,38,,not_a_suggestion
1l5d4h6,mzjhsiv,40,,not_a_suggestion
1l5d4h6,mwhlnth,37,,not_a_suggestion
1l5d4h6,n07ouoj,42,Manual Code Verification,
1l5d4h6,mzjegmf,39,,not_a_suggestion
1l5d4h6,mzr4dez,41,Refer to Documentation,
1l5d4h6,mwh319y,44,,not_a_suggestion
1l5d4h6,mwg4m4r,43,Refer to Documentation,
1l5d4h6,n70yvsg,46,,not_a_suggestion
1l5d4h6,n70yaaa,45,,not_a_suggestion
1l5d4h6,mwg31po,48,,not_a_suggestion
1lbb85f,mxr787b,0,Sandboxing,
1l5d4h6,mwg2r64,47,,not_a_suggestion
1l5d4h6,mwg55hk,49,,not_a_suggestion
1lbb85f,mxrugk4,2,,not_a_suggestion
1lbb85f,mxtmihq,1,,not_a_suggestion
1lbb85f,mxrwxgi,4,,not_a_suggestion
1lbb85f,mxrujwg,6,,not_a_suggestion
1lbb85f,mxt3dch,3,,not_a_suggestion
1lbb85f,nsc5slc,8,,not_a_suggestion
1lbb85f,mxrh7qk,5,,not_a_suggestion
1lbb85f,mxtz0lo,10,Sandboxing,
1lbb85f,mxtl33w,7,,not_a_suggestion
1lbb85f,mxshe3h,12,Secure IDE Configuration,
1lbb85f,mxtkdyp,9,Sandboxing,
1lbb85f,mxwd6gf,11,Sandboxing,
1lbb85f,mxrhryb,14,Sandboxing;Secure IDE Configuration,
1lbb85f,mxrs5ci,16,,not_a_suggestion
1lbb85f,mxsmdlc,13,,not_a_suggestion
1lbb85f,mxv2t7m,18,,not_a_suggestion
1lbb85f,mxrv0cq,15,Sandboxing,
1lbb85f,mxtv0k4,20,,not_a_suggestion
1lbb85f,mxrur46,17,,not_a_suggestion
1lbb85f,mxt2t60,19,,not_a_suggestion
1lbb85f,mxue6ne,22,,not_a_suggestion
1lbb85f,mxu5tup,21,,not_a_suggestion
1lbb85f,n4twc59,24,Sandboxing,
1lbb85f,mxuu5b4,23,,not_a_suggestion
1lbb85f,mxthzhh,26,,not_a_suggestion
1lbb85f,mxs6m57,25,,not_a_suggestion
1m6je1i,n4ka4wp,0,,not_a_suggestion
1lzxl4u,n35dkek,0,Manual Code Verification,
1m6je1i,n4kcged,2,,not_a_suggestion
1m6je1i,n4kbd5v,1,,not_a_suggestion
1m6je1i,n4kimbi,4,Manual Code Verification,
1m6je1i,n4mc719,3,,not_a_suggestion
1m6je1i,n4kog0y,6,,not_a_suggestion
1m6je1i,n4kj3zg,5,,not_a_suggestion
1m6je1i,n4k7w7e,8,,not_a_suggestion
1m6je1i,n4k52wt,7,,not_a_suggestion
1m6je1i,n56z6ng,10,,not_a_suggestion
1m6je1i,n4k84u2,9,,not_a_suggestion
1m6je1i,n4ybj9x,12,,not_a_suggestion
1m6je1i,n4l54lr,11,,not_a_suggestion
1m6je1i,n55szua,14,Tool/Extension Monitoring,
1m6je1i,n55r008,13,Manual Code Verification,
1m6je1i,n4kzxwr,16,,not_a_suggestion
1m6je1i,n4l8k6f,18,,not_a_suggestion
1m6je1i,n4kyrw4,15,Memory/Context Isolation,
1m6je1i,n4l73mh,17,,not_a_suggestion
1m6ibeq,n4jydsw,1,,not_a_suggestion
1m6ibeq,n4jtfks,0,Use Version Control,
1m6ibeq,n4k0071,3,,not_a_suggestion
1m6ibeq,n4jyzjh,2,,not_a_suggestion
1m6ibeq,n4jz0kw,4,,not_a_suggestion
1m6ibeq,n4k2fkd,5,,not_a_suggestion
1m6ibeq,n4jzzgt,6,Use Version Control,
1m6ibeq,n4k1lq1,7,Use Version Control,
1m6ibeq,n4k308s,8,,not_a_suggestion
1m6ibeq,n4kc0dh,9,,not_a_suggestion
1n8yztt,ncm50sm,1,Refer to Documentation;Sandboxing,
1n8yztt,nciqxz3,0,Refer to Documentation;Sandboxing;Secure IDE Configuration,
1n8yztt,nd18lw1,3,Secure IDE Configuration,
1n8yztt,ncj1ri7,2,Secure IDE Configuration,
1j49727,mg6t4jm,0,,not_a_suggestion
1n8yztt,ned7vyh,4,Secure IDE Configuration,
1j49727,mhkakli,2,Consult Vendors,
1j49727,mg6x0vr,1,Consult Vendors,
1oo6z94,nn208lt,0,,not_a_suggestion
1eact1d,lel0ze8,0,,not_a_suggestion
1eact1d,lel5l7f,2,,not_a_suggestion
1eact1d,lel476g,1,Consult Vendors;Disable Telemetry,
1eact1d,lemmqba,4,,not_a_suggestion
1eact1d,lell4yi,3,,not_a_suggestion
1eact1d,lekl14o,5,,not_a_suggestion
1eact1d,lel2jgk,6,,not_a_suggestion
1fw7z93,lqdk8l5,0,,not_a_suggestion
1eact1d,lfa2ckr,7,,not_a_suggestion
1fw7z93,lqe0uzq,2,Use Version Control,
1fw7z93,lqf2tkt,1,Memory/Context Isolation,
1fw7z93,lr3241o,4,,not_a_suggestion
1fw7z93,lqf8dic,3,Use Version Control,
1fw7z93,lqd9bgv,6,,not_a_suggestion
1fw7z93,lqgkw3s,5,,not_a_suggestion
1fw7z93,lqd9q7h,8,,not_a_suggestion
1fw7z93,lqd9ib7,7,,not_a_suggestion
1fw7z93,lqdalxq,10,,not_a_suggestion
1fw7z93,lqda4fh,9,,not_a_suggestion
1fw7z93,lqdak3p,12,,not_a_suggestion
1fw7z93,lqdaxrz,14,,not_a_suggestion
1fw7z93,lqdad94,11,,not_a_suggestion
1fw7z93,lqet90j,13,,not_a_suggestion
1fw7z93,lr2vhtp,16,,not_a_suggestion
1fw7z93,lr2vdkb,15,,not_a_suggestion
1fw7z93,ls9dsxl,18,,not_a_suggestion
1fw7z93,lr3b92t,17,,not_a_suggestion
1i6kwv6,m8jsql0,0,Secure IDE Configuration,
1fw7z93,lqd6wjg,19,,not_a_suggestion
1i6kwv6,m8otae7,2,Tool/Extension Monitoring,
1i6kwv6,m8oooq4,1,,not_a_suggestion
1i6kwv6,m8do9fx,4,,not_a_suggestion
1i6kwv6,m8hfh6r,6,,not_a_suggestion
1i6kwv6,m8qsow3,3,,not_a_suggestion
1jqko1y,njutrk0,0,,not_a_suggestion
1i6kwv6,m8finaz,5,,not_a_suggestion
1i6kwv6,m8qphpb,7,,not_a_suggestion
1l7fgpk,mwzfczo,1,Sandboxing,
1l7fgpk,mwwagos,0,Manual Code Verification,
1l7fgpk,mwwco69,3,,not_a_suggestion
1l7fgpk,mx4fasz,5,Secure IDE Configuration,
1l7fgpk,mwwoiws,2,Use Version Control,
1l7fgpk,mwz1kxx,4,,not_a_suggestion
1l7fgpk,naekbuy,7,Sandboxing;Secure IDE Configuration,
1l7fgpk,n5jnev5,6,,not_a_suggestion
1ld40ww,my8scu4,1,,not_a_suggestion
1ld40ww,my60o55,0,Refer to Documentation;Sensitive File Protection,
1ld40ww,my5f0kl,3,,not_a_suggestion
1ld40ww,my5yo4p,2,,not_a_suggestion
1ld40ww,my5haz3,5,,not_a_suggestion
1ld40ww,my5frqd,4,,not_a_suggestion
1ld40ww,my5hq6r,6,,not_a_suggestion
1ld40ww,my879iv,7,,not_a_suggestion
1ld40ww,my8s7j7,9,,not_a_suggestion
1ld40ww,my871sa,8,,not_a_suggestion
1ld40ww,my703ca,10,Sensitive File Protection,
1ld40ww,my70okm,11,,not_a_suggestion
1mc5gxg,n5rhagd,0,,not_a_suggestion
1n0uojf,nax2a0q,0,,not_a_suggestion
1n0uojf,natckq1,1,,not_a_suggestion
1n0uojf,nau32jp,3,,not_a_suggestion
1n0uojf,natvh5t,2,,not_a_suggestion
1n0uojf,nb03zzh,4,,not_a_suggestion
1n0uojf,naua0c9,5,,not_a_suggestion
1n0uojf,naucyi2,6,,not_a_suggestion
1n0uojf,naug8en,7,Manual Code Verification;Sandboxing;Secure IDE Configuration,
1n0uojf,nb03p61,9,,not_a_suggestion
1n0uojf,nazm585,8,Sandboxing;Tool/Extension Monitoring;Use Version Control,
1oqb66h,nnjcuuh,0,,not_a_suggestion
1n0uojf,nzb7pxa,10,Secure IDE Configuration,
1oqb66h,nnsh89x,2,,not_a_suggestion
1oqb66h,nnsbsg0,1,,not_a_suggestion
1efyjx1,n5hutm7,1,Refer to Documentation;Sensitive File Protection,
1efyjx1,lhvo2fj,0,Secure IDE Configuration;Sensitive File Protection,
18m3k29,ke35ghr,1,,not_a_suggestion
18m3k29,ke5yzn6,0,,not_a_suggestion
18m3k29,ke3e26x,3,,not_a_suggestion
18m3k29,ke1mzch,2,Sensitive File Protection,
1cxbcom,l521ech,1,,not_a_suggestion
1cxbcom,l51uk5s,0,Sensitive File Protection,
1cxbcom,l5id6fl,3,,not_a_suggestion
1cxbcom,l5g0cz1,2,,not_a_suggestion
1cxbcom,l5izl2z,5,,not_a_suggestion
1cxbcom,l5im9uf,4,,not_a_suggestion
1iwn64e,mefsn7m,1,,not_a_suggestion
1iwn64e,mefx4ck,0,Refer to Documentation,
1m91d4t,n53s0h8,0,,not_a_suggestion
1iwn64e,mekbuhm,2,,not_a_suggestion
1np4jp9,nfzrmaa,1,,not_a_suggestion
1np4jp9,nfzahy2,0,Secure IDE Configuration,
1np4jp9,nog15r1,2,Secure IDE Configuration,
1mlt8aa,n7stq2l,0,,Uncategorized
1mlt8aa,n7u4dnf,1,,not_a_suggestion
1mlt8aa,n7u4ovm,2,,not_a_suggestion
1mlt8aa,n7uie11,4,,not_a_suggestion
1mlt8aa,n7u7gyi,3,,not_a_suggestion
1o6kzv1,nk45h6k,1,,not_a_suggestion
1o6kzv1,njl0vh7,0,,not_a_suggestion
1o6kzv1,njkvzie,2,,not_a_suggestion
1o6kzv1,njl5py4,3,Manual Code Verification,
1o6kzv1,njn89hx,4,,not_a_suggestion
1o6kzv1,njh6fgz,5,Secure IDE Configuration,
1o6kzv1,njijabq,6,Secure IDE Configuration,
1o6kzv1,njshpjk,7,Secure IDE Configuration,
1o6kzv1,njjedld,8,Use Version Control,
1o6kzv1,njl9z75,9,,not_a_suggestion
1o6kzv1,njmkikj,10,,not_a_suggestion
1o6kzv1,nk90i7m,11,Use Version Control,
1o6kzv1,njiiv2i,12,Sandboxing;Secure IDE Configuration,
1o6kzv1,njj0hx7,13,Sandboxing;Secure IDE Configuration,
1o6kzv1,njigs79,14,,not_a_suggestion
1o6kzv1,njl9yat,16,,not_a_suggestion
1o6kzv1,njl5nog,15,Use Version Control,
1o6kzv1,njr3vsc,18,,not_a_suggestion
1o6kzv1,njp44ue,17,,not_a_suggestion
1o6kzv1,njtvae1,20,,not_a_suggestion
1o6kzv1,njrmwup,19,,not_a_suggestion
1h41y5t,m00l91x,1,,not_a_suggestion
1h41y5t,lzvhow8,3,,not_a_suggestion
1h41y5t,lzx6jue,0,,not_a_suggestion
1h41y5t,m02h6w5,5,,not_a_suggestion
1h41y5t,m0263wi,2,Consult Vendors,
1h41y5t,m0rfu1z,7,,not_a_suggestion
1h41y5t,m01v701,4,,not_a_suggestion
1h41y5t,lzvqp9h,9,,not_a_suggestion
1h41y5t,m0qo4uf,6,,not_a_suggestion
1h41y5t,lzwhz0n,11,,not_a_suggestion
1h41y5t,m0r3ny4,8,,not_a_suggestion
1h41y5t,lzwvmjw,13,,not_a_suggestion
1h41y5t,lzw23vc,10,,not_a_suggestion
1h41y5t,lzwqtxp,12,,not_a_suggestion
1h41y5t,m00b9z7,15,,not_a_suggestion
1h41y5t,lzwwcy5,14,,not_a_suggestion
1h41y5t,m00xbeu,17,,not_a_suggestion
1h41y5t,m0jkf7n,16,,not_a_suggestion
1h41y5t,m0ri1ba,18,,not_a_suggestion
1h41y5t,lzwwkdr,19,,not_a_suggestion
1h41y5t,lzxa2jk,20,,not_a_suggestion
1h41y5t,m009u1t,21,,not_a_suggestion
1h41y5t,m00l5i1,22,,not_a_suggestion
1h41y5t,m01hdv3,23,,not_a_suggestion
1h41y5t,m03g0gz,24,,not_a_suggestion
1h41y5t,m03n2e3,25,,not_a_suggestion
1h41y5t,m04ziu0,26,,not_a_suggestion
1h41y5t,m07xqsa,27,,not_a_suggestion
1h41y5t,m089psj,28,,not_a_suggestion
1h41y5t,m087osu,29,,not_a_suggestion
1h41y5t,m0j05ex,31,,not_a_suggestion
1h41y5t,m1zk4ri,30,,not_a_suggestion
1h41y5t,m0j8ezn,32,,not_a_suggestion
1h41y5t,m0lb0zs,33,,not_a_suggestion
1h41y5t,m0ri33p,34,,not_a_suggestion
1h41y5t,mxbeqng,35,,not_a_suggestion
1h41y5t,lzwq203,37,,not_a_suggestion
1h41y5t,mxbfevz,36,,not_a_suggestion
1h41y5t,lzyek6u,38,,not_a_suggestion
1h41y5t,m0r1qz4,39,,not_a_suggestion
1hhj8mt,m2toizo,1,,not_a_suggestion
1hhj8mt,m2rw6bm,0,,not_a_suggestion
1hhj8mt,m3il4wl,3,,not_a_suggestion
1hhj8mt,m3blcia,2,,not_a_suggestion
1hhj8mt,m2s93eq,5,,not_a_suggestion
1hhj8mt,m2s2srp,4,,not_a_suggestion
1hhj8mt,m2s774p,7,,not_a_suggestion
1hhj8mt,m2skuow,6,,not_a_suggestion
1hhj8mt,m2tqygs,9,,not_a_suggestion
1hhj8mt,m2sim8r,8,,not_a_suggestion
1hhj8mt,m2rnec2,11,,not_a_suggestion
1hhj8mt,m3ilgb4,10,,not_a_suggestion
1hhj8mt,m2sfeoe,13,,not_a_suggestion
1hhj8mt,m2sa9jl,12,,not_a_suggestion
1i23dwc,m7kn9m0,1,Logging and Monitoring;Manual Code Verification,
1i23dwc,m7vx0cd,3,,not_a_suggestion
1i23dwc,m7ghz7v,0,,not_a_suggestion
1i23dwc,m7uw45s,2,,not_a_suggestion
1i23dwc,m7klt0w,5,,not_a_suggestion
1i23dwc,m7btsnk,4,,not_a_suggestion
1i23dwc,m7knc7b,7,,not_a_suggestion
1i23dwc,m7c3usw,6,,not_a_suggestion
1i23dwc,m7dqq7d,9,Manual Code Verification,
1i23dwc,m7cscbm,8,,not_a_suggestion
